"Country or Area","Year","Area","Sex","Age","Industry","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Male","30 - 34","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","39785","1"
"Australia","2016","Total","Male","30 - 34","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","28049","1"
"Australia","2016","Total","Male","30 - 34","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","33955","1"
"Australia","2016","Total","Male","30 - 34","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","32201","1"
"Australia","2016","Total","Male","30 - 34","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Total","Male","30 - 34","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","73","1"
"Australia","2016","Total","Male","30 - 34","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","38599","1"
"Australia","2016","Total","Male","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2017","671460","1"
"Australia","2016","Total","Male","30 - 34","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","14710","1"
"Australia","2016","Total","Male","30 - 34","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","22890","1"
"Australia","2016","Total","Male","30 - 34","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","58110","1"
"Australia","2016","Total","Male","30 - 34","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","6192","1"
"Australia","2016","Total","Male","30 - 34","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","4277","1"
"Australia","2016","Total","Male","30 - 34","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","103110","1"
"Australia","2016","Total","Male","30 - 34","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","82534","1"
"Australia","2016","Total","Male","30 - 34","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","39683","1"
"Australia","2016","Total","Male","30 - 34","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","36770","1"
"Australia","2016","Total","Male","30 - 34","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","38473","1"
"Australia","2016","Total","Male","30 - 34","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","29208","1"
"Australia","2016","Total","Male","30 - 34","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","7529","1"
"Australia","2016","Total","Male","30 - 34","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","40216","1"
"Australia","2016","Total","Male","30 - 34","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","29724","1"
"Australia","2016","Total","Male","30 - 34","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","39785","1"
"Australia","2016","Total","Male","30 - 34","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","29132","1"
"Australia","2016","Total","Male","30 - 34","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","33579","1"
"Australia","2016","Total","Male","30 - 34","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","10721","1"
"Australia","2016","Total","Male","30 - 34","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","8933","1"
"Australia","2016","Total","Male","30 - 34","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Total","Male","30 - 34","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","73","1"
"Australia","2016","Total","Male","30 - 34","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","35789","1"
"Australia","2016","Total","Male","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2017","671460","1"
"Australia","2016","Total","Male","35 - 39","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","16705","1"
"Australia","2016","Total","Male","35 - 39","Fishing (ISIC Rev.3/3.1: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","732","1"
"Australia","2016","Total","Male","35 - 39","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","19730","1"
"Australia","2016","Total","Male","35 - 39","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","60843","1"
"Australia","2016","Total","Male","35 - 39","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","7883","1"
"Australia","2016","Total","Male","35 - 39","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","88301","1"
"Australia","2016","Total","Male","35 - 39","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","75526","1"
"Australia","2016","Total","Male","35 - 39","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","25753","1"
"Australia","2016","Total","Male","35 - 39","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","50256","1"
"Australia","2016","Total","Male","35 - 39","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","29195","1"
"Australia","2016","Total","Male","35 - 39","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","84120","1"
"Australia","2016","Total","Male","35 - 39","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","40361","1"
"Australia","2016","Total","Male","35 - 39","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","27799","1"
"Australia","2016","Total","Male","35 - 39","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","32888","1"
"Australia","2016","Total","Male","35 - 39","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","28925","1"
"Australia","2016","Total","Male","35 - 39","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","14","1"
"Australia","2016","Total","Male","35 - 39","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","65","1"
"Australia","2016","Total","Male","35 - 39","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","34698","1"
"Australia","2016","Total","Male","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2017","623792","1"
"Australia","2016","Total","Male","35 - 39","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","14864","1"
"Australia","2016","Total","Male","35 - 39","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","21506","1"
"Australia","2016","Total","Male","35 - 39","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","59221","1"
"Australia","2016","Total","Male","35 - 39","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","5780","1"
"Australia","2016","Total","Male","35 - 39","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","4496","1"
